nbh_name,nbh_code,dist_ka,always_excluded,uniqueid,ur,excluded
Woodley,119,3.963275,,184083,.8452118,1
Kasarani,120,19.54389,1,184083,.44005549,1
Mlolongo,121,26.496611,1,184083,.2543923,1
Upperhill,122,7.5210819,,184083,.85376388,1
Jamhuri Estate,123,2.897341,,184083,.62512213,1
Ngummo,124,6.5012379,,184083,.47683454,1
CBD,125,9.981698,,184083,.63385224,1
Syokimau,126,21.52162,1,184083,.77649385,1
Golf course estate,127,5.4355769,1,184083,.045676619,1
Imara Daima,128,15.30609,1,184083,.73609549,1
Embakasi,129,17.030069,1,184083,.0084316945,1
JKIA,130,20.80258,1,184083,.3822706,1
Jamhuri/Ngong forest,131,3.946743,1,184083,.23263155,1
Kilimani,132,5.1528668,,184083,.17567876,0
Makadara,133,13.11601,,184083,.35525671,1
Makongeni/kaloleni,134,10.87289,,184083,.87143898,1
Kawangware,135,1.102172,1,184083,.95243633,1
Mathare,137,12.90981,,184083,.84954649,1
Mutuini,138,4.212841,1,184083,.96174806,1
Loresho,139,3.2051589,,184083,.29055816,1
Kibera,140,5.1540589,1,184083,.073226824,1
Nairobi National Park,141,15.3189,1,184083,.847462,1
Kiserian,142,16.455379,1,184083,.47361153,1
Kitisuru,143,7.7834711,,184083,.42760524,1
Githurai,144,20.101919,1,184083,.19646691,1
Kahawa,145,21.95302,1,184083,.46550891,1
Mwiki,146,21.58477,1,184083,.79031128,1
Donholm,147,16.326929,1,184083,.024294537,1
Spring Valley,148,4.9153838,,184083,.8596006,1
Muthaiga,149,11.09676,,184083,.12669733,0
Karura Forest,150,9.1649675,1,184083,.79745233,1
Kariobangi North,151,15.18263,1,184083,.43972704,1
Kariobangi South,152,15.76096,1,184083,.68587756,1
Ruaraka,153,15.69644,1,184083,.098542206,1
Wilson,154,7.9595151,,184083,.27928045,1
Bomas,155,5.8734679,,184083,.60868239,1
Mugumoini,156,6.110126,,184083,.25375515,1
Langata,157,9.1848745,,184083,.21819007,0
GPO,158,7.5143542,,184083,.9954288,1
River road,159,8.3448696,,184083,.45811534,1
Kamkunji,160,9.8535252,,184083,.52344233,1
Ngara,161,8.3098402,,184083,.84209639,1
Eastleigh,162,11.20644,,184083,.56387991,1
City Square,163,8.2906084,,184083,.79548568,1
Makina,164,4.9382,1,184083,.66414195,1
Olympic,165,4.6379561,,184083,.014343102,0
Laini saba,166,6.0931458,1,184083,.95996797,1
Uthiru,167,5.799017,,184083,.49783877,1
Kangemi,168,1.574585,1,184083,.83106881,1
Kikuyu,169,9.5799513,,184083,.42376587,1
Kenyatta,170,6.9733181,,184083,.16889139,0
Komarock,171,17.74538,1,184083,.20267704,1
Kayole,172,18.665649,1,184083,.10167333,1
Ngong road,173,2.837245,,184083,.16891257,0
Hurlingham,174,5.4705768,,184083,.38259673,1
South B,101,10.48585,,184111,.72670758,1
South C,102,9.7029266,,184111,.64864272,1
Langata,103,7.5160408,,184111,.65042299,1
Westlands,104,7.18256,,184111,.26536635,1
Kileleshwa,105,4.0238171,,184111,.031866811,0
Ongata Rongai,106,13.29897,,184111,.72592038,1
Ngong,107,11.48542,,184111,.8153646,1
Karen,108,6.8866038,,184111,.92454433,1
Nakumatt Junction,109,2.213841,,184111,.51832545,1
Lavington,110,1.9570071,,184111,.91736567,1
Yaya Center,111,4.3688922,,184111,.18687418,0
Industrial area,112,12.33165,,184111,.84846985,1
Nyayo Stadium,113,8.4842806,,184111,.73524654,1
Umoja,114,15.97778,1,184111,.21432398,1
Dandora,115,17.66058,1,184111,.80487347,1
Prestige,116,4.5051332,,184111,.87353843,1
Athi river,117,32.232121,1,184111,.01330336,1
Kariobangi,118,15.54692,1,184111,.75965118,1
Woodley,119,3.963275,,184111,.11700132,0
Kasarani,120,19.54389,1,184111,.67029017,1
Mlolongo,121,26.496611,1,184111,.89951241,1
Upperhill,122,7.5210819,,184111,.54693794,1
Jamhuri Estate,123,2.897341,,184111,.19244812,0
Ngummo,124,6.5012379,,184111,.95801878,1
CBD,125,9.981698,,184111,.26078257,1
Syokimau,126,21.52162,1,184111,.95401222,1
Golf course estate,127,5.4355769,1,184111,.6944797,1
Imara Daima,128,15.30609,1,184111,.96086168,1
Embakasi,129,17.030069,1,184111,.26050761,1
JKIA,130,20.80258,1,184111,.81431365,1
Jamhuri/Ngong forest,131,3.946743,1,184111,.95709318,1
Kilimani,132,5.1528668,,184111,.18246852,0
Makadara,133,13.11601,,184111,.63695419,1
Makongeni/kaloleni,134,10.87289,,184111,.24561736,0
Kawangware,135,1.102172,1,184111,.47005242,1
Mathare,137,12.90981,,184111,.89871001,1
Mutuini,138,4.212841,1,184111,.18876223,1
Loresho,139,3.2051589,,184111,.58355743,1
Kibera,140,5.1540589,1,184111,.48795298,1
Nairobi National Park,141,15.3189,1,184111,.80195206,1
Kiserian,142,16.455379,1,184111,.05831464,1
Kitisuru,143,7.7834711,,184111,.88839704,1
Githurai,144,20.101919,1,184111,.25161654,1
Kahawa,145,21.95302,1,184111,.32403094,1
Mwiki,146,21.58477,1,184111,.69787425,1
Donholm,147,16.326929,1,184111,.82876587,1
Spring Valley,148,4.9153838,,184111,.075164385,0
Muthaiga,149,11.09676,,184111,.90501559,1
Karura Forest,150,9.1649675,1,184111,.98943716,1
Kariobangi North,151,15.18263,1,184111,.47645414,1
Kariobangi South,152,15.76096,1,184111,.053405888,1
Ruaraka,153,15.69644,1,184111,.59860617,1
Wilson,154,7.9595151,,184111,.16241372,0
Bomas,155,5.8734679,,184111,.013055,0
Mugumoini,156,6.110126,,184111,.52146733,1
Langata,157,9.1848745,,184111,.35554743,1
GPO,158,7.5143542,,184111,.86844087,1
River road,159,8.3448696,,184111,.34055361,1
Kamkunji,160,9.8535252,,184111,.50566578,1
Ngara,161,8.3098402,,184111,.81406641,1
Eastleigh,162,11.20644,,184111,.85213721,1
City Square,163,8.2906084,,184111,.33042961,1
Makina,164,4.9382,1,184111,.83836216,1
Olympic,165,4.6379561,,184111,.85934544,1
Laini saba,166,6.0931458,1,184111,.42503905,1
Uthiru,167,5.799017,,184111,.62788904,1
Kangemi,168,1.574585,1,184111,.63089782,1
Kikuyu,169,9.5799513,,184111,.050758492,0
Kenyatta,170,6.9733181,,184111,.90544957,1
Komarock,171,17.74538,1,184111,.075926296,1
Kayole,172,18.665649,1,184111,.79459006,1
Ngong road,173,2.837245,,184111,.55359071,1
Hurlingham,174,5.4705768,,184111,.15419775,0
South B,101,10.48585,,184993,.68703282,1
South C,102,9.7029266,,184993,.066130549,0
Langata,103,7.5160408,,184993,.58625364,1
Westlands,104,7.18256,,184993,.7360304,1
Kileleshwa,105,4.0238171,,184993,.59896833,1
Ongata Rongai,106,13.29897,,184993,.71854502,1
Ngong,107,11.48542,,184993,.77435511,1
Karen,108,6.8866038,,184993,.74666071,1
Nakumatt Junction,109,2.213841,,184993,.014001833,0
Lavington,110,1.9570071,,184993,.43995032,1
Yaya Center,111,4.3688922,,184993,.060042474,0
Industrial area,112,12.33165,,184993,.51246136,1
Nyayo Stadium,113,8.4842806,,184993,.33353069,1
Umoja,114,15.97778,1,184993,.20912518,1
Dandora,115,17.66058,1,184993,.19518915,1
Prestige,116,4.5051332,,184993,.37344706,1
Athi river,117,32.232121,1,184993,.23548272,1
Kariobangi,118,15.54692,1,184993,.2603741,1
Woodley,119,3.963275,,184993,.80056542,1
Kasarani,120,19.54389,1,184993,.56106251,1
Mlolongo,121,26.496611,1,184993,.24719356,1
Upperhill,122,7.5210819,,184993,.59943271,1
Jamhuri Estate,123,2.897341,,184993,.94436264,1
Ngummo,124,6.5012379,,184993,.65798748,1
CBD,125,9.981698,,184993,.60001981,1
Syokimau,126,21.52162,1,184993,.58102095,1
Golf course estate,127,5.4355769,1,184993,.76615667,1
Imara Daima,128,15.30609,1,184993,.13245183,1
Embakasi,129,17.030069,1,184993,.54110831,1
JKIA,130,20.80258,1,184993,.3431727,1
Jamhuri/Ngong forest,131,3.946743,1,184993,.37809658,1
Kilimani,132,5.1528668,,184993,.10235547,0
Makadara,133,13.11601,,184993,.70510238,1
Makongeni/kaloleni,134,10.87289,,184993,.32151961,1
Kawangware,135,1.102172,1,184993,.65874946,1
Mathare,137,12.90981,,184993,.73456907,1
Mutuini,138,4.212841,1,184993,.87473899,1
Loresho,139,3.2051589,,184993,.88043094,1
Kibera,140,5.1540589,1,184993,.095382966,1
Nairobi National Park,141,15.3189,1,184993,.85502785,1
Kiserian,142,16.455379,1,184993,.18088615,1
Kitisuru,143,7.7834711,,184993,.048745394,0
Githurai,144,20.101919,1,184993,.2275032,1
Kahawa,145,21.95302,1,184993,.23108315,1
Mwiki,146,21.58477,1,184993,.72849727,1
Donholm,147,16.326929,1,184993,.3604798,1
Spring Valley,148,4.9153838,,184993,.29136184,1
Muthaiga,149,11.09676,,184993,.51569146,1
Karura Forest,150,9.1649675,1,184993,.64104617,1
Kariobangi North,151,15.18263,1,184993,.31223226,1
Kariobangi South,152,15.76096,1,184993,.50938636,1
Ruaraka,153,15.69644,1,184993,.58111447,1
Wilson,154,7.9595151,,184993,.84354031,1
Bomas,155,5.8734679,,184993,.53200239,1
Mugumoini,156,6.110126,,184993,.73094237,1
Langata,157,9.1848745,,184993,.41098922,1
GPO,158,7.5143542,,184993,.95519859,1
River road,159,8.3448696,,184993,.76902497,1
Kamkunji,160,9.8535252,,184993,.39076844,1
Ngara,161,8.3098402,,184993,.57145452,1
Eastleigh,162,11.20644,,184993,.89009243,1
City Square,163,8.2906084,,184993,.57178992,1
Makina,164,4.9382,1,184993,.23720451,1
Olympic,165,4.6379561,,184993,.23190123,0
Laini saba,166,6.0931458,1,184993,.14925647,1
Uthiru,167,5.799017,,184993,.83605987,1
Kangemi,168,1.574585,1,184993,.96600914,1
Kikuyu,169,9.5799513,,184993,.16687307,0
Kenyatta,170,6.9733181,,184993,.15584318,0
Komarock,171,17.74538,1,184993,.22405767,1
Kayole,172,18.665649,1,184993,.30275807,1
Ngong road,173,2.837245,,184993,.16572419,0
Hurlingham,174,5.4705768,,184993,.40514961,1
South B,101,10.48585,,190489,.053256318,0
South C,102,9.7029266,,190489,.97010469,1
Langata,103,7.5160408,,190489,.42397681,1
Westlands,104,7.18256,,190489,.68879461,1
Kileleshwa,105,4.0238171,,190489,.37457544,1
Ongata Rongai,106,13.29897,,190489,.93258476,1
Ngong,107,11.48542,,190489,.53699398,1
Karen,108,6.8866038,,190489,.84704024,1
Nakumatt Junction,109,2.213841,,190489,.19448273,0
Lavington,110,1.9570071,,190489,.64417297,1
Yaya Center,111,4.3688922,,190489,.14980045,0
Industrial area,112,12.33165,,190489,.068960689,0
Nyayo Stadium,113,8.4842806,,190489,.78634101,1
Umoja,114,15.97778,1,190489,.91988385,1
Dandora,115,17.66058,1,190489,.48060709,1
Prestige,116,4.5051332,,190489,.31039202,1
Athi river,117,32.232121,1,190489,.77966815,1
Kariobangi,118,15.54692,1,190489,.82259643,1
Woodley,119,3.963275,,190489,.95332235,1
Kasarani,120,19.54389,1,190489,.63973659,1
Mlolongo,121,26.496611,1,190489,.12432487,1
Upperhill,122,7.5210819,,190489,.091162585,0
Jamhuri Estate,123,2.897341,,190489,.27770349,1
Ngummo,124,6.5012379,,190489,.15364754,0
CBD,125,9.981698,,190489,.13674946,0
Syokimau,126,21.52162,1,190489,.191553,1
Golf course estate,127,5.4355769,1,190489,.092332684,1
Imara Daima,128,15.30609,1,190489,.84420758,1
Embakasi,129,17.030069,1,190489,.80060101,1
JKIA,130,20.80258,1,190489,.60483277,1
Jamhuri/Ngong forest,131,3.946743,1,190489,.092683099,1
Kilimani,132,5.1528668,,190489,.63477141,1
Makadara,133,13.11601,,190489,.40155408,1
Makongeni/kaloleni,134,10.87289,,190489,.200212,0
Kawangware,135,1.102172,1,190489,.73668396,1
Mathare,137,12.90981,,190489,.99486935,1
Mutuini,138,4.212841,1,190489,.70861483,1
Loresho,139,3.2051589,,190489,.91929865,1
Kibera,140,5.1540589,1,190489,.89449167,1
Nairobi National Park,141,15.3189,1,190489,.084990866,1
Kiserian,142,16.455379,1,190489,.51154274,1
Kitisuru,143,7.7834711,,190489,.70918769,1
Githurai,144,20.101919,1,190489,.75432736,1
Kahawa,145,21.95302,1,190489,.26103187,1
Mwiki,146,21.58477,1,190489,.073280536,1
Donholm,147,16.326929,1,190489,.23498647,1
Spring Valley,148,4.9153838,,190489,.60611027,1
Muthaiga,149,11.09676,,190489,.97266549,1
Karura Forest,150,9.1649675,1,190489,.052984189,1
Kariobangi North,151,15.18263,1,190489,.55494654,1
Kariobangi South,152,15.76096,1,190489,.96473706,1
Ruaraka,153,15.69644,1,190489,.47158447,1
Wilson,154,7.9595151,,190489,.16753584,0
Bomas,155,5.8734679,,190489,.89634442,1
Mugumoini,156,6.110126,,190489,.27684522,1
Langata,157,9.1848745,,190489,.24279296,0
GPO,158,7.5143542,,190489,.89168704,1
River road,159,8.3448696,,190489,.78492552,1
Kamkunji,160,9.8535252,,190489,.042284876,0
Ngara,161,8.3098402,,190489,.44389641,1
Eastleigh,162,11.20644,,190489,.75200295,1
City Square,163,8.2906084,,190489,.36369339,1
Makina,164,4.9382,1,190489,.59301966,1
Olympic,165,4.6379561,,190489,.21799608,0
Laini saba,166,6.0931458,1,190489,.55569535,1
Uthiru,167,5.799017,,190489,.40344387,1
Kangemi,168,1.574585,1,190489,.34233311,1
Kikuyu,169,9.5799513,,190489,.29686877,1
Kenyatta,170,6.9733181,,190489,.59567255,1
Komarock,171,17.74538,1,190489,.1164723,1
Kayole,172,18.665649,1,190489,.47859177,1
Ngong road,173,2.837245,,190489,.52093822,1
Hurlingham,174,5.4705768,,190489,.35217246,1
South B,101,10.48585,,203289,.32834956,1
South C,102,9.7029266,,203289,.78169894,1
Langata,103,7.5160408,,203289,.96804982,1
Westlands,104,7.18256,,203289,.84073883,1
Kileleshwa,105,4.0238171,,203289,.45675847,1
Ongata Rongai,106,13.29897,,203289,.11168318,0
Ngong,107,11.48542,,203289,.75771379,1
Karen,108,6.8866038,,203289,.33611128,1
Nakumatt Junction,109,2.213841,,203289,.43717775,1
Lavington,110,1.9570071,,203289,.25056538,1
Yaya Center,111,4.3688922,,203289,.30025166,1
Industrial area,112,12.33165,,203289,.29296607,1
Nyayo Stadium,113,8.4842806,,203289,.6518414,1
Umoja,114,15.97778,1,203289,.66719514,1
Dandora,115,17.66058,1,203289,.6910122,1
Prestige,116,4.5051332,,203289,.7065624,1
Athi river,117,32.232121,1,203289,.81952477,1
Kariobangi,118,15.54692,1,203289,.95874065,1
Woodley,119,3.963275,,203289,.56660008,1
Kasarani,120,19.54389,1,203289,.95294309,1
Mlolongo,121,26.496611,1,203289,.069398023,1
Upperhill,122,7.5210819,,203289,.76870608,1
Jamhuri Estate,123,2.897341,,203289,.083021045,0
Ngummo,124,6.5012379,,203289,.056388244,0
CBD,125,9.981698,,203289,.44775355,1
Syokimau,126,21.52162,1,203289,.72605985,1
Golf course estate,127,5.4355769,1,203289,.83552295,1
Imara Daima,128,15.30609,1,203289,.34042239,1
Embakasi,129,17.030069,1,203289,.89342147,1
JKIA,130,20.80258,1,203289,.31109551,1
Jamhuri/Ngong forest,131,3.946743,1,203289,.35825461,1
Kilimani,132,5.1528668,,203289,.5264836,1
Makadara,133,13.11601,,203289,.53551543,1
Makongeni/kaloleni,134,10.87289,,203289,.0089151869,0
Kawangware,135,1.102172,1,203289,.31529912,1
Mathare,137,12.90981,,203289,.77963674,1
Mutuini,138,4.212841,1,203289,.064351469,1
Loresho,139,3.2051589,,203289,.37077603,1
Kibera,140,5.1540589,1,203289,.52811152,1
Nairobi National Park,141,15.3189,1,203289,.45380318,1
Kiserian,142,16.455379,1,203289,.49922061,1
Kitisuru,143,7.7834711,,203289,.71789104,1
Githurai,144,20.101919,1,203289,.7180016,1
Kahawa,145,21.95302,1,203289,.51327914,1
Mwiki,146,21.58477,1,203289,.21400647,1
Donholm,147,16.326929,1,203289,.58313036,1
Spring Valley,148,4.9153838,,203289,.70908135,1
Muthaiga,149,11.09676,,203289,.056973692,0
Karura Forest,150,9.1649675,1,203289,.30386555,1
Kariobangi North,151,15.18263,1,203289,.90381396,1
Kariobangi South,152,15.76096,1,203289,.49294651,1
Ruaraka,153,15.69644,1,203289,.91964775,1
Wilson,154,7.9595151,,203289,.2871412,1
Bomas,155,5.8734679,,203289,.38280106,1
Mugumoini,156,6.110126,,203289,.70142287,1
Langata,157,9.1848745,,203289,.064644255,0
GPO,158,7.5143542,,203289,.030484391,0
River road,159,8.3448696,,203289,.6232242,1
Kamkunji,160,9.8535252,,203289,.81702024,1
Ngara,161,8.3098402,,203289,.21691366,0
Eastleigh,162,11.20644,,203289,.043753304,0
City Square,163,8.2906084,,203289,.82713193,1
Makina,164,4.9382,1,203289,.75275272,1
Olympic,165,4.6379561,,203289,.9991383,1
Laini saba,166,6.0931458,1,203289,.7449556,1
Uthiru,167,5.799017,,203289,.87957668,1
Kangemi,168,1.574585,1,203289,.84793818,1
Kikuyu,169,9.5799513,,203289,.18466945,0
Kenyatta,170,6.9733181,,203289,.80841786,1
Komarock,171,17.74538,1,203289,.22708961,1
Kayole,172,18.665649,1,203289,.043724056,1
Ngong road,173,2.837245,,203289,.2779142,1
Hurlingham,174,5.4705768,,203289,.32330641,1
